Department,Attendance (%),Midterm_Score,Final_Score,Assignments_Avg,Quizzes_Avg,Participation_Score,Projects_Score,Study_Hours_per_Week,Extracurricular_Activities,Internet_Access_at_Home,Family_Income_Level,Stress_Level (1-10),Sleep_Hours_per_Night
Engineering,50.07,51.46,64.52,95.28,68.21,96.0,73.87,17.0,No,Yes,Low,2,7.8
CS,53.77,84.86,40.51,73.76,80.07,11.6,95.29,12.7,No,No,High,10,5.7
CS,52.77,62.61,69.55,62.24,83.1,73.60000000000001,78.38,16.3,No,Yes,Low,9,4.0
Mathematics,69.71,93.54,85.1,96.76,64.87,69.9,77.02,21.0,Yes,Yes,Low,10,6.7
CS,88.8,46.95,71.53,66.0,70.45,93.1,95.56,8.6,No,No,High,5,4.7
Business,80.56,71.01,64.33,71.5,68.72,12.1,69.22,13.0,No,Yes,High,8,4.4
Business,76.38,75.34,87.33,50.45,92.22,75.6,94.78,7.1,Yes,Yes,Low,3,8.2
Mathematics,69.41,98.23,91.88,53.72,95.73,72.69999999999999,94.12,16.3,Yes,Yes,Low,10,7.1
CS,85.04,57.64,75.73,83.9,59.34,91.1,67.15,18.6,Yes,No,Low,2,7.8
Mathematics,96.65,65.2,54.29,55.89,81.77,88.10000000000001,80.28,20.5,Yes,Yes,Medium,8,5.1
CS,51.15,43.19,75.95,64.25,97.48,73.4,53.03,16.8,No,Yes,High,10,5.1
CS,73.39,45.47,89.08,83.55,76.3,63.8,55.16,13.7,No,Yes,High,3,7.2
Business,88.86,47.36,47.94,92.9,65.73,67.0,85.9,8.4,Yes,No,High,8,8.8
Engineering,76.87,80.96,67.13,91.95,71.0,61.8,55.05,15.4,Yes,Yes,Low,6,5.3
Engineering,60.61,97.9,82.16,52.16,66.66,54.7,83.26,6.5,No,No,Medium,9,7.3
Mathematics,60.67,48.42,62.72,83.03,52.81,46.0,63.23,7.5,Yes,No,High,7,5.9
CS,51.09,58.74,82.78,73.48,78.46,27.5,58.73,6.0,No,No,High,2,8.5
Mathematics,89.31,41.02,49.41,92.31,55.47,70.7,56.23,18.9,Yes,No,Medium,8,5.7
CS,65.08,46.69,44.22,95.9,94.78,21.4,71.45,20.1,Yes,Yes,High,5,6.6
CS,82.67,74.48,51.16,99.14,68.91,11.6,74.8,17.3,Yes,No,High,9,8.7
Mathematics,78.15,91.17,49.84,98.08,77.02,87.2,51.31,17.0,Yes,Yes,Low,7,7.9
Business,90.66,70.55,81.86,74.18,88.75,66.3,90.04,10.9,Yes,No,Low,6,4.7
CS,71.69,79.93,96.5,79.84,51.21,92.2,58.47,9.3,Yes,No,Low,5,5.5
Business,99.25,48.34,68.13,67.18,71.72,63.0,77.52,27.6,Yes,No,Medium,1,6.3
Engineering,70.55,80.29,94.43,73.06,77.96,64.4,75.47,7.5,Yes,No,High,9,8.1
Engineering,61.17,55.01,76.55,88.32,96.34,4.699999999999999,54.03,17.1,Yes,No,Medium,6,7.2
Business,90.37,52.53,91.59,87.34,98.07,37.3,57.84,15.8,Yes,Yes,Medium,9,5.1
Mathematics,76.91,44.34,86.46,92.05,61.75,50.5,70.99,11.3,No,No,Medium,7,7.5
Engineering,97.79,45.27,56.32,75.36,59.19,5.2,79.16,10.6,Yes,No,Medium,7,4.1
CS,81.33,80.49,62.35,96.64,78.17,51.2,59.42,23.9,No,Yes,High,1,7.1
Engineering,77.33,76.38,91.57,75.08,96.47,92.5,76.66,25.2,Yes,Yes,High,3,8.0
Business,50.39,95.04,47.14,79.97,85.29,38.3,99.0,14.0,No,No,High,6,8.7
Mathematics,64.53,79.7,99.59,64.77,87.28,1.5,69.69,24.6,Yes,No,Medium,3,8.4
Mathematics,90.62,83.09,58.2,52.83,92.01,19.6,89.53,20.9,Yes,No,Medium,6,5.0
Mathematics,73.22,81.71,72.46,65.54,61.84,58.9,98.08,14.6,No,No,Medium,1,5.6
Business,76.82,94.76,60.94,63.11,50.42,17.7,54.88,17.7,Yes,No,Low,9,5.0
CS,63.29,65.47,47.68,53.0,52.82,10.9,93.31,28.8,Yes,No,High,7,8.7
Engineering,84.47,86.2,64.84,80.51,62.99,5.1,75.05,10.8,No,Yes,Medium,7,8.7
Engineering,82.02,81.72,95.25,88.3,85.93,12.8,51.47,16.0,No,Yes,High,5,7.1
Engineering,72.93,72.47,58.87,59.9,50.32,48.0,57.67,15.1,Yes,No,Medium,1,6.8
Business,99.74,49.34,77.04,90.94,80.54,23.3,71.73,14.3,No,No,Medium,9,7.1
Mathematics,90.41,63.87,79.69,58.69,98.2,26.6,94.54,23.0,Yes,No,Medium,9,8.4
Mathematics,53.36,82.01,43.66,50.8,75.8,31.6,88.76,14.1,No,Yes,High,10,7.9
CS,93.45,49.63,76.04,58.93,88.65,64.1,87.02,19.7,No,Yes,Medium,4,5.4
CS,86.12,86.68,86.75,74.67,97.81,74.80000000000001,67.84,9.4,No,No,Low,9,5.5
Mathematics,50.84,66.28,44.26,78.05,64.56,31.200000000000003,61.03,5.2,Yes,Yes,Low,1,4.7
Engineering,97.82,58.95,40.98,70.33,74.99,71.2,89.43,13.5,Yes,No,Low,8,7.3
Engineering,50.53,69.83,63.19,81.15,86.95,18.700000000000003,89.07,18.3,Yes,No,High,4,4.3
Engineering,92.78,62.3,99.88,86.41,72.33,39.8,90.76,16.4,Yes,Yes,Medium,9,8.5
Engineering,80.16,56.44,45.22,92.21,51.96,40.5,99.38,28.0,No,Yes,Medium,7,7.0
Engineering,76.68,86.74,57.81,93.1,55.65,92.2,98.51,27.8,Yes,Yes,High,5,5.1
Mathematics,90.97,59.3,92.65,74.81,86.74,81.8,80.31,13.7,Yes,No,High,9,6.4
Engineering,94.85,42.7,68.84,95.04,95.09,90.1,88.49,7.1,No,Yes,Low,9,6.5
Engineering,92.83,94.1,45.49,51.52,91.78,58.3,66.45,26.6,No,Yes,High,5,8.9
Engineering,70.78,44.94,89.56,56.58,58.56,13.6,54.6,18.2,Yes,No,High,2,5.2
Engineering,85.96,98.38,60.99,51.41,74.36,65.3,56.32,27.4,Yes,Yes,Low,1,6.7
CS,87.43,49.93,53.07,90.31,64.83,1.7999999999999998,99.92,7.5,No,No,High,10,7.7
Mathematics,76.02,68.89,52.88,97.82,76.1,85.1,76.58,28.4,Yes,Yes,High,10,4.7
CS,50.46,97.58,70.96,57.16,86.48,55.5,72.31,5.4,No,Yes,High,4,5.5
Mathematics,88.51,90.4,87.18,53.75,65.0,7.7,68.19,19.4,Yes,No,Low,7,8.5
Engineering,75.16,71.33,45.28,53.09,59.0,8.7,64.19,12.2,Yes,No,High,3,8.6
Mathematics,75.59,93.05,47.47,80.23,73.37,66.0,55.53,25.1,Yes,Yes,Medium,3,8.6
Business,94.45,68.62,94.66,61.22,80.96,23.5,91.79,20.0,Yes,Yes,Low,4,5.1
Mathematics,72.06,53.37,45.44,95.65,58.59,21.5,57.09,14.2,Yes,Yes,High,7,7.9
CS,76.28,71.54,88.23,83.75,75.63,99.6,93.47,6.0,No,Yes,Low,1,8.5
Business,62.71,45.13,96.79,87.32,76.59,85.7,99.64,19.4,Yes,No,High,5,7.6
Mathematics,70.27,86.57,95.07,73.62,73.91,30.8,89.89,13.9,Yes,Yes,High,3,8.8
Engineering,69.89,69.5,44.37,78.48,95.93,47.7,76.0,20.6,Yes,Yes,Low,8,7.3
Engineering,93.5,95.94,75.84,92.27,70.45,94.8,76.32,26.8,No,No,High,4,7.3
CS,89.35,81.37,61.66,62.46,97.19,45.8,64.65,16.3,Yes,No,Medium,1,4.3
Mathematics,79.46,96.43,85.99,63.82,80.21,17.3,66.93,24.1,No,No,Medium,4,7.4
Business,54.71,89.74,60.85,52.99,52.71,43.3,81.05,26.6,No,No,Medium,5,7.7
CS,79.68,62.42,54.45,90.81,96.16,4.0,59.22,15.9,No,Yes,Medium,1,6.9
Business,86.44,50.99,41.54,83.6,65.63,31.0,74.61,6.6,Yes,Yes,Low,2,8.1
Engineering,85.98,47.39,94.67,73.2,60.2,55.9,88.71,10.1,No,No,Low,4,4.3
Mathematics,76.52,90.71,97.89,57.94,81.62,63.9,70.39,28.6,Yes,Yes,Medium,2,5.7
Engineering,54.2,79.65,56.81,88.97,83.77,20.5,86.98,10.8,Yes,No,Low,5,4.2
Mathematics,79.84,78.71,76.41,63.79,91.15,7.7,77.18,22.8,Yes,No,Low,1,6.2
Business,88.67,49.32,48.97,91.34,61.01,46.2,92.37,22.3,No,Yes,Medium,1,4.5
Engineering,75.35,92.44,52.39,86.26,96.47,19.8,66.48,19.1,No,Yes,High,9,7.5
Engineering,85.96,55.9,85.72,57.84,59.77,67.2,96.48,21.5,Yes,Yes,Medium,10,8.2
CS,84.13,58.65,75.97,73.87,60.66,8.9,92.22,7.1,Yes,Yes,Low,7,4.8
CS,67.08,55.64,41.37,86.79,82.88,33.2,74.0,14.1,Yes,No,Medium,9,8.4
Mathematics,67.12,41.49,92.28,80.08,66.36,4.1,91.73,9.1,Yes,Yes,High,7,8.2
Mathematics,74.43,49.53,95.86,65.0,77.96,20.0,56.32,12.0,No,No,High,4,8.0
Business,62.93,47.39,84.25,60.48,65.18,4.699999999999999,70.87,22.7,Yes,No,Low,1,8.3
CS,81.91,59.98,78.77,93.51,88.22,62.3,84.79,17.1,No,Yes,Low,10,4.8
Mathematics,64.11,83.53,86.92,59.07,80.27,99.7,99.47,25.4,Yes,Yes,Low,2,7.9
Mathematics,57.69,89.62,90.49,76.08,61.78,3.8,68.43,25.5,Yes,Yes,High,6,8.8
Mathematics,95.33,52.69,62.26,80.47,94.63,92.3,75.73,27.9,Yes,Yes,Low,4,4.4
CS,63.28,75.6,72.99,58.78,90.08,10.9,90.15,8.8,Yes,No,Low,10,6.4
CS,71.98,72.11,51.56,50.91,75.82,55.2,55.26,15.7,No,Yes,High,6,6.6
Business,72.89,93.54,98.04,92.31,66.43,19.0,90.69,23.8,No,No,Medium,8,6.9
CS,59.58,64.49,70.73,61.43,72.25,2.5,55.71,25.1,Yes,No,Medium,5,5.9
Business,93.86,75.85,64.72,61.79,85.21,15.6,77.71,7.6,Yes,No,Low,8,5.3
Business,93.7,43.66,56.58,72.99,77.78,97.7,80.67,28.9,Yes,No,High,1,7.2
Engineering,63.94,58.41,45.44,64.36,77.98,98.7,76.62,10.5,Yes,Yes,Medium,9,7.3
Mathematics,78.58,42.0,89.92,94.07,77.54,42.7,85.69,8.7,Yes,Yes,High,1,4.6
CS,56.55,80.95,61.44,70.49,94.99,0.2,67.65,6.5,No,Yes,Medium,7,6.3
CS,50.17,43.78,90.3,96.16,52.51,72.4,78.33,25.6,Yes,No,Medium,8,6.1
CS,97.61,58.46,95.58,54.63,93.39,21.7,95.42,23.3,No,Yes,Low,2,7.8
CS,59.75,44.73,77.66,58.36,84.09,12.1,79.53,13.4,Yes,Yes,Medium,9,8.5
Engineering,50.36,69.36,48.61,99.36,84.57,69.1,54.56,6.3,No,No,High,4,7.0
Mathematics,76.62,90.77,63.86,78.45,89.72,92.0,69.85,29.3,Yes,No,High,2,8.8
Mathematics,70.47,46.61,49.98,70.93,90.85,38.4,79.16,29.9,Yes,Yes,Low,7,8.3
CS,78.18,61.85,55.47,95.54,64.21,15.1,52.58,9.7,No,Yes,Medium,6,6.3
Mathematics,96.39,78.03,60.53,76.2,61.95,28.6,65.6,25.4,Yes,Yes,Medium,3,5.4
Mathematics,68.14,95.82,56.38,69.11,74.48,64.0,56.8,28.9,Yes,Yes,High,7,6.9
Mathematics,81.24,73.47,74.36,97.29,86.16,99.4,61.3,15.5,Yes,No,Low,10,5.4
Business,60.79,75.71,93.72,55.36,82.29,70.9,52.91,24.9,Yes,Yes,Medium,9,8.3
Engineering,95.94,63.14,96.5,81.62,70.01,59.5,74.4,12.7,Yes,No,Low,1,7.1
Mathematics,93.97,93.25,45.75,82.86,96.43,78.5,77.65,13.7,No,No,Medium,7,6.4
CS,69.07,66.7,62.37,85.13,76.85,28.5,58.1,28.1,No,Yes,Medium,5,4.4
CS,55.25,81.04,61.75,65.91,80.61,45.2,83.14,23.7,No,No,Low,5,6.1
Engineering,69.22,61.34,45.38,72.19,94.38,23.9,85.24,17.0,No,No,Medium,9,7.9
CS,75.83,90.79,68.04,77.62,84.26,87.5,90.49,25.3,Yes,No,Medium,8,7.5
Business,94.59,75.06,59.33,70.44,78.97,59.6,82.71,25.7,Yes,Yes,Medium,5,5.4
Business,61.24,62.08,72.04,87.19,92.61,29.5,91.52,5.7,No,Yes,Low,5,5.7
CS,97.07,98.68,56.26,99.6,50.71,65.3,58.61,18.3,No,Yes,High,10,5.3
Business,59.99,76.95,61.97,75.1,65.79,75.6,71.39,5.5,Yes,Yes,High,4,4.4
Mathematics,81.69,72.65,62.88,78.1,75.05,80.39999999999999,92.12,28.4,No,Yes,High,4,4.4
Business,53.49,66.2,96.08,74.05,62.38,90.1,50.18,29.0,No,No,Medium,3,4.5
Engineering,56.74,41.53,97.47,76.6,52.32,76.8,57.52,27.2,No,No,High,6,6.0
Mathematics,74.69,86.95,70.59,98.96,65.01,89.1,73.25,29.9,Yes,Yes,High,8,5.7
Business,77.06,85.05,83.04,73.23,75.15,92.8,78.07,26.6,No,No,High,8,6.0
Business,70.59,99.8,61.7,83.94,83.72,4.5,92.88,18.9,Yes,Yes,Medium,5,5.6
Engineering,95.81,60.27,75.93,78.31,65.38,3.0,89.27,29.0,No,Yes,Low,1,6.9
CS,79.13,91.48,49.37,81.78,63.02,94.9,80.06,13.3,No,No,Low,4,9.0
Engineering,79.5,51.2,72.43,85.53,78.67,70.6,68.24,14.8,Yes,No,Medium,9,7.8
Mathematics,77.13,69.94,46.7,58.53,84.38,77.2,74.07,12.6,Yes,Yes,Low,9,6.6
Mathematics,58.8,41.17,62.77,59.47,69.14,37.400000000000006,72.34,6.7,Yes,No,High,2,5.0
Engineering,80.24,98.54,60.87,52.75,68.47,0.2,91.14,25.4,Yes,Yes,Medium,10,7.6
CS,96.68,55.08,56.96,72.45,68.32,53.7,52.32,8.5,Yes,Yes,Low,2,6.0
Engineering,81.64,69.73,97.7,72.25,84.32,89.1,83.38,13.8,Yes,No,Medium,2,5.3
CS,51.58,90.57,76.52,84.96,94.85,16.1,67.6,21.6,No,Yes,Low,9,8.9
CS,54.37,54.76,52.81,88.57,95.47,40.2,55.71,9.7,No,No,Low,9,6.9
Engineering,74.9,55.56,62.67,90.66,66.05,75.6,52.41,18.7,Yes,Yes,High,9,6.2
Business,88.44,61.16,72.39,58.56,66.87,42.1,80.39,5.2,No,Yes,High,4,8.4
Engineering,76.36,48.38,86.8,70.95,62.52,70.5,80.15,27.1,Yes,Yes,Low,1,5.4
Mathematics,72.97,40.82,83.72,79.23,70.8,91.6,56.61,6.4,No,Yes,High,8,4.2
Engineering,88.95,53.12,83.18,54.95,67.38,60.2,71.77,23.1,Yes,No,Medium,3,6.3
Mathematics,57.84,65.2,59.14,89.3,84.76,95.3,71.08,25.8,Yes,No,High,6,8.2
CS,90.67,56.28,45.48,90.07,64.01,33.4,96.34,30.0,No,No,Medium,2,6.1
CS,74.38,53.13,46.21,66.02,97.09,83.0,57.47,20.9,Yes,No,Low,5,8.0
CS,80.08,52.23,91.26,58.96,83.24,66.8,57.87,12.3,Yes,No,High,3,6.1
Engineering,58.02,54.09,73.76,51.3,61.24,78.8,70.32,7.7,No,No,High,8,4.3
CS,84.78,72.67,88.9,50.47,79.39,23.3,63.99,27.9,No,Yes,Low,1,4.9
Engineering,94.2,79.24,66.03,50.87,53.2,19.2,82.66,21.9,No,Yes,Medium,10,6.0
Mathematics,74.08,84.71,90.41,52.12,68.44,63.1,72.44,29.9,No,No,Low,3,5.2
CS,93.82,46.89,51.54,82.25,50.97,76.8,70.97,15.6,No,Yes,Low,9,5.9
Business,64.0,66.29,80.36,87.08,73.85,9.1,97.46,6.0,No,No,Medium,9,6.2
Engineering,77.23,79.1,67.92,59.72,64.19,13.6,70.56,28.0,No,No,Medium,2,4.6
Engineering,56.48,64.26,48.98,79.04,68.08,25.0,81.3,17.1,Yes,Yes,High,3,6.8
Mathematics,63.11,57.54,70.31,62.36,65.18,65.8,75.45,8.6,No,No,Medium,5,6.3
Engineering,82.13,92.16,60.7,60.47,97.25,8.299999999999999,55.41,11.8,No,Yes,High,5,5.2
Business,70.5,70.04,96.14,80.89,95.27,65.5,55.33,27.3,No,No,Medium,6,7.3
Business,69.53,59.16,94.26,74.73,84.29,13.3,80.91,23.2,No,Yes,High,2,7.3
Business,50.85,61.53,68.53,68.86,93.64,20.2,68.14,15.9,Yes,No,Low,4,5.0
Engineering,90.15,74.3,62.03,55.46,63.33,20.7,72.32,26.9,No,Yes,Medium,9,4.3
Mathematics,61.69,67.85,48.42,93.58,81.07,30.0,99.29,5.7,No,Yes,Low,7,6.6
CS,95.94,64.23,66.8,86.87,74.83,11.5,90.92,26.2,Yes,Yes,High,8,6.7
Mathematics,78.27,75.12,63.02,97.21,63.85,60.6,86.03,18.6,No,No,Medium,9,5.1
CS,89.24,89.89,46.27,65.65,85.42,97.1,92.8,21.0,Yes,Yes,Low,3,5.4
CS,81.67,86.49,84.08,75.73,51.37,94.3,51.35,10.4,Yes,No,Medium,7,8.9
CS,81.32,89.18,74.08,62.33,57.14,93.7,56.61,12.0,Yes,Yes,High,2,4.7
Mathematics,86.35,44.52,57.75,84.44,87.33,77.0,85.98,15.2,No,Yes,Medium,3,5.8
Engineering,67.44,44.2,86.48,85.39,84.22,13.8,58.26,20.9,No,No,Low,5,6.7
Mathematics,80.57,70.9,42.4,98.15,69.09,11.9,55.34,10.2,No,No,Medium,1,7.2
Engineering,55.71,45.14,93.01,90.54,64.87,81.0,64.25,11.6,Yes,Yes,High,5,4.3
CS,60.03,98.8,53.93,92.42,77.97,60.5,70.53,19.5,No,No,Medium,9,8.9
Mathematics,97.55,95.48,96.2,82.97,62.97,12.4,59.72,12.2,Yes,No,Medium,9,6.5
CS,91.57,99.3,84.71,83.92,83.79,17.3,52.3,10.3,No,No,Medium,2,6.8
Mathematics,70.99,76.23,86.26,57.09,79.43,73.2,71.81,20.3,Yes,Yes,High,6,6.8
Business,95.63,71.33,79.01,99.49,65.07,56.2,54.68,20.1,No,No,Low,9,4.2
Business,84.51,52.0,71.52,80.89,57.24,28.3,65.55,20.0,No,Yes,Medium,10,4.8
Mathematics,87.32,82.83,78.47,61.5,91.93,19.6,82.95,20.8,Yes,Yes,Low,10,8.7
Engineering,64.47,83.31,89.34,70.8,62.27,79.80000000000001,85.42,20.2,Yes,Yes,Medium,8,6.5
CS,79.14,65.01,43.68,69.47,83.14,15.7,60.93,10.8,Yes,Yes,Medium,7,7.1
Engineering,72.81,77.81,88.68,69.59,55.32,4.8,56.38,17.1,No,Yes,Medium,9,7.2
Mathematics,50.7,92.71,87.78,60.6,63.57,51.3,50.92,15.7,No,No,Low,2,6.5
CS,59.41,53.13,61.77,67.66,83.98,64.3,87.43,13.3,Yes,No,Medium,6,4.5
Mathematics,75.83,40.54,78.07,98.9,53.42,6.800000000000001,71.94,10.4,No,Yes,High,1,4.5
Mathematics,87.88,67.99,50.92,64.25,68.2,61.0,60.13,18.2,No,Yes,Low,5,5.7
Business,65.67,45.75,46.95,78.72,80.82,25.6,57.29,23.1,Yes,Yes,Medium,2,4.4
Engineering,58.79,80.17,67.92,89.84,60.95,58.7,97.82,29.9,Yes,Yes,Medium,6,5.7
Business,82.96,41.38,83.29,73.89,79.99,8.9,84.31,27.1,Yes,No,High,5,8.0
Business,69.54,54.54,86.06,70.93,98.97,24.6,94.65,9.3,Yes,Yes,Medium,8,4.9
Mathematics,68.71,59.89,96.8,91.09,66.81,86.6,69.39,8.0,Yes,No,Low,6,8.0
Engineering,62.03,86.48,62.02,51.32,62.25,0.3,90.92,21.1,Yes,Yes,Low,2,5.0
CS,99.67,91.14,71.39,59.2,57.33,69.9,57.98,28.3,No,Yes,Medium,3,8.1
CS,90.23,92.3,82.15,66.94,80.09,98.6,75.01,9.3,Yes,No,High,7,5.0
Mathematics,93.39,80.08,87.61,51.41,83.73,81.1,56.23,27.2,Yes,Yes,Low,8,8.4
CS,62.82,94.63,47.4,86.97,52.51,85.3,85.52,18.6,No,Yes,High,9,5.7
Mathematics,62.54,75.69,49.89,67.85,57.21,31.4,64.77,17.8,Yes,No,Medium,7,7.3
Engineering,79.17,43.44,48.34,66.76,99.24,26.9,51.14,11.0,No,No,Medium,6,9.0
Mathematics,60.86,92.17,45.82,68.93,90.4,70.4,54.59,16.6,No,No,Medium,4,6.3
Engineering,73.68,65.34,75.69,87.27,80.84,90.6,57.24,23.7,Yes,Yes,Low,4,7.7
Mathematics,76.97,48.73,78.08,94.69,95.8,80.3,83.27,27.4,No,No,Low,4,4.1
Business,89.88,98.61,53.11,65.5,87.52,63.7,50.89,12.2,No,No,Low,1,4.5
Mathematics,73.58,68.26,57.27,56.85,84.86,90.7,66.64,12.7,No,No,Low,6,6.9
Mathematics,84.25,47.93,78.39,92.74,54.14,96.1,67.82,29.7,Yes,Yes,High,1,6.3
CS,59.26,84.96,48.06,62.31,58.56,26.5,95.75,7.5,Yes,No,High,5,6.1
CS,78.45,81.75,58.45,67.45,84.03,74.0,66.51,11.6,Yes,No,Low,1,8.8
Engineering,94.71,48.46,85.55,93.95,79.84,6.6000000000000005,83.97,24.3,No,No,High,1,5.5
Business,84.75,73.33,54.91,79.24,50.99,81.19999999999999,62.31,23.8,Yes,No,High,10,8.6
Business,82.14,85.73,76.68,77.05,62.21,38.7,83.3,9.0,No,No,Low,8,4.2
Business,95.06,81.59,51.88,91.05,95.43,56.3,60.84,5.6,No,No,Medium,6,8.6
Business,58.77,95.72,78.74,59.85,75.03,61.1,52.49,24.7,No,No,Medium,6,5.4
Business,88.44,51.65,77.67,54.08,73.25,51.3,55.1,16.0,No,Yes,High,1,5.3
Business,85.13,63.76,55.57,53.14,98.16,43.7,76.21,12.3,No,No,Low,8,7.9
Mathematics,98.33,67.96,83.65,61.95,50.07,7.9,54.84,13.7,Yes,No,Medium,4,5.1
Business,81.19,89.81,87.14,85.47,85.92,18.6,65.53,11.9,No,No,Medium,1,8.0
Business,66.94,87.34,42.52,62.34,95.87,19.9,63.91,17.8,Yes,No,Medium,8,7.7
Mathematics,85.11,94.86,88.19,70.83,60.15,37.9,58.12,17.4,No,Yes,High,5,6.6
Business,90.17,67.18,92.09,69.58,55.86,33.5,95.03,10.1,Yes,No,High,1,5.5
Mathematics,84.43,74.81,87.64,99.46,97.97,37.3,74.5,27.5,Yes,Yes,High,5,4.7
CS,99.34,84.45,67.43,99.93,73.61,8.4,65.34,22.3,No,No,Low,5,9.0
Mathematics,75.82,43.32,91.22,70.73,58.43,92.4,57.47,5.3,Yes,Yes,Medium,3,6.1
CS,76.97,61.98,46.46,51.96,99.76,40.9,96.3,15.3,Yes,Yes,Low,3,4.2
Engineering,99.51,96.07,40.66,77.02,77.16,10.7,95.15,28.4,No,Yes,High,8,4.3
CS,58.26,86.18,54.7,86.09,50.45,82.30000000000001,52.15,5.3,No,No,Medium,5,4.7
CS,80.49,87.11,74.55,73.05,79.24,83.10000000000001,63.82,23.8,No,Yes,Medium,2,8.5
CS,91.42,99.82,59.8,55.04,50.93,86.89999999999999,60.28,25.2,No,Yes,High,10,8.9
Business,80.9,78.72,88.51,96.72,82.16,46.1,81.41,14.8,Yes,No,Medium,8,5.3
Business,51.11,97.83,65.81,87.96,50.06,60.0,84.23,7.9,No,No,Medium,9,7.4
Business,98.24,81.52,59.57,57.18,74.4,25.1,57.31,11.9,No,Yes,Low,1,5.9
Mathematics,65.71,72.69,95.06,64.91,84.67,40.8,67.21,11.1,Yes,No,Medium,3,6.3
CS,68.22,51.01,46.38,90.04,58.78,21.3,99.48,12.0,Yes,No,Low,1,4.8
Engineering,89.2,76.23,52.05,67.57,73.65,22.4,68.62,21.4,Yes,Yes,Low,1,6.7
Mathematics,84.71,86.91,46.49,87.99,67.13,54.400000000000006,66.38,11.2,No,No,Low,8,8.8
Business,92.6,58.12,73.04,59.92,53.07,42.1,91.49,29.2,Yes,Yes,Medium,2,4.3
CS,68.0,89.77,51.76,56.82,85.86,89.60000000000001,54.22,23.9,No,No,High,2,4.2
Mathematics,90.78,73.11,84.98,59.17,64.67,84.7,79.04,8.3,Yes,No,Medium,7,4.5
Business,62.64,86.63,65.77,84.76,74.66,32.7,96.89,26.7,Yes,No,High,1,7.3
Engineering,97.83,42.2,52.0,92.36,67.84,84.5,77.72,21.5,No,Yes,Medium,6,6.0
CS,83.38,43.71,71.26,80.57,92.57,12.9,82.93,20.4,No,Yes,Low,5,7.6
Business,90.3,69.0,56.09,52.53,70.73,55.5,81.15,26.1,Yes,No,Medium,5,8.2
Mathematics,61.73,48.02,70.38,70.3,99.95,16.9,54.18,24.2,Yes,Yes,Low,3,4.4
Business,73.03,60.05,45.09,99.33,85.25,9.7,84.2,29.1,No,No,High,4,8.6
CS,85.7,93.52,58.26,60.39,99.07,77.2,95.17,14.9,Yes,Yes,Low,8,6.4
Engineering,83.69,43.62,68.22,73.7,51.87,20.1,81.87,26.2,Yes,No,Medium,5,7.4
Engineering,83.0,57.37,82.77,57.67,96.05,53.4,92.19,27.3,No,Yes,Low,1,7.1
Engineering,87.56,85.76,60.77,81.93,74.53,63.9,65.09,10.8,Yes,No,Medium,7,6.5
CS,64.45,43.29,75.15,78.55,84.37,27.9,56.85,19.0,No,No,High,5,4.2
CS,59.79,91.64,78.47,95.58,93.14,0.3,83.48,11.1,Yes,No,Medium,8,8.6
Engineering,95.11,66.1,93.56,57.28,65.68,63.1,67.37,7.9,No,No,Low,1,8.6
Business,93.12,51.5,68.29,81.18,92.3,46.4,98.05,29.4,No,No,Low,2,4.9
Mathematics,77.35,68.94,84.15,51.06,69.36,74.80000000000001,79.04,15.7,No,No,Low,7,4.6
Business,83.52,75.83,63.38,74.07,95.81,85.7,64.77,13.7,No,No,Medium,8,5.7
CS,66.91,41.69,81.72,76.01,53.56,33.7,55.39,25.8,Yes,Yes,High,9,7.0
Business,99.61,41.81,68.64,61.9,64.07,27.3,57.91,17.2,No,No,High,7,4.6
Mathematics,67.57,44.79,48.33,70.54,59.77,76.39999999999999,64.2,12.1,Yes,Yes,Low,4,4.2
CS,87.41,93.8,78.66,76.02,59.58,57.5,94.43,28.8,No,No,Low,5,7.9
Mathematics,81.62,78.67,44.72,67.8,58.84,4.3,91.49,15.7,No,No,Medium,4,5.3
Engineering,56.38,94.53,73.52,71.86,81.53,45.0,78.4,25.2,Yes,Yes,Low,9,8.8
Engineering,88.91,79.43,60.47,72.28,82.97,45.4,79.12,15.7,Yes,No,Medium,9,8.6
Mathematics,92.95,77.36,72.29,61.0,93.89,85.8,67.97,24.3,Yes,No,High,8,6.7
Engineering,77.01,91.39,58.53,68.02,84.15,29.700000000000003,59.63,20.8,No,No,Low,5,8.0
CS,52.58,54.85,53.46,76.89,94.32,78.8,58.0,6.6,No,Yes,High,2,8.1
Mathematics,56.81,61.62,89.59,88.06,56.27,34.8,68.59,12.9,Yes,No,High,4,7.8
CS,58.86,73.01,50.29,58.6,62.59,14.6,54.18,23.7,Yes,Yes,High,9,4.7
CS,68.14,75.44,58.91,81.41,71.03,46.4,92.24,9.8,No,Yes,Low,5,7.4
Engineering,79.22,85.79,59.77,89.64,64.13,82.8,75.42,10.9,No,No,High,9,7.2
CS,51.78,84.05,81.68,93.04,65.69,31.1,62.0,11.2,No,Yes,Low,1,7.7
CS,58.84,55.58,54.96,74.35,67.06,10.4,88.22,24.7,Yes,No,Medium,9,4.8
Engineering,99.28,73.74,59.82,97.83,79.5,49.6,71.38,28.2,No,No,Medium,1,6.7
CS,72.08,76.81,64.85,50.44,91.41,44.2,53.58,8.0,Yes,No,Medium,1,4.4
Engineering,89.46,82.77,89.14,98.95,63.82,93.7,82.1,11.0,No,Yes,Low,4,7.8
